Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000271710.1_3,10,76401168,76401534,NDUFA8P1,0
ENSG00000271711.1_2,3,150329049,150329664,RP11-392O18.2,0.277472514
ENSG00000271712.1_2,14,85464622,85465640,RP11-688D15.2,0
ENSG00000271714.1_2,5,74161718,74163679,CTD-2377O17.1,0.711453481
ENSG00000271715.1_2,5,10269601,10270030,CTD-2256P15.5,0
ENSG00000271716.1_2,3,11648658,11652222,RP11-169K17.4,0
ENSG00000271717.1_2,19,8287037,8304532,CTD-3020H12.4,4.174845074
ENSG00000271721.1,1,146647181,146649319,RP11-337C18.9,2.077606261
ENSG00000271723.5_3,1,55107459,55207981,MROH7-TTC4,7.919355167
ENSG00000271724.1_3,5,145755154,145755782,CTC-359M8.3,0
ENSG00000271725.1_3,15,81595556,81601732,RP11-761I4.4,4.069596878
ENSG00000271727.1_2,6,711533,750729,RP11-532F6.4,0.13469115
ENSG00000271730.1_2,6,109319685,109320328,RP11-787I22.3,9.908583704
ENSG00000271732.1_2,1,16943886,16944224,RP5-1182A14.5,0.168065948
ENSG00000271734.1_2,6,108351453,108351922,RP1-111B22.3,0.848554243
ENSG00000271736.1_2,1,157250506,157252858,RP11-85G21.3,0.090579263
ENSG00000271737.1_2,5,133340838,133341253,CTB-113I20.2,3.2185033
ENSG00000271739.1,7,119646030,119646155,U1,0
ENSG00000271741.1_3,1,35447134,35497342,RP11-244H3.4,9.79907451
ENSG00000271742.1_2,1,16009368,16009623,RP4-680D5.9,0.11127804
ENSG00000271743.1_2,8,6473125,6474719,CTD-2541M15.3,0.214323597
ENSG00000271745.1,7,102120527,102120612,AC093668.3,0
ENSG00000271746.1_2,1,6453615,6454451,RP1-202O8.3,1.395429276
ENSG00000271748.1,1,155164968,155165063,MIR92B,27.89369527
ENSG00000271749.1_2,17,61470716,61470947,RP11-269G24.7,0.736737366
ENSG00000271751.1_2,11,118935974,118936388,RP11-110I1.14,0.205931408
ENSG00000271752.1_2,5,49958693,49959100,RP11-269M20.3,0.209464545
ENSG00000271754.1_2,6,43486918,43487462,RP3-337H4.9,16.62187642
ENSG00000271755.1_2,6,27371789,27374743,RP1-153G14.4,0.424174565
ENSG00000271757.1_3,11,76103240,76103949,RP11-111M22.5,0.320982289
ENSG00000271758.2_3,11,7726175,7904494,RP11-35J10.5,0.822210575
ENSG00000271761.1_2,6,58228887,58229426,XXbac-BPGBPG55C20.3,0.474786302
ENSG00000271762.1_3,5,90608874,90610219,RP11-213H15.4,1.401008761
ENSG00000271763.1_2,15,93146140,93163245,RP11-386M24.9,2.618776467
ENSG00000271765.1,6,136866330,136866630,7SK,0.283925364
ENSG00000271766.1_2,5,126813987,126814429,CTD-2195M15.3,0
ENSG00000271767.1,11,77306156,77306224,AP002789.1,0.412857654
ENSG00000271769.1,12,121438289,121439071,RP11-216P16.2,0.582113474
ENSG00000271770.1,17,47187124,47187413,Metazoa_SRP,0
ENSG00000271771.1_2,5,34158226,34158872,RP11-1250I15.3,0.088059283
ENSG00000271774.1_3,20,51872518,52103813,RP4-678D15.1,8.93175337
ENSG00000271776.1_3,13,79170264,79173754,RP11-52L5.6,0
ENSG00000271778.1_3,3,158500336,158500913,RP11-379F4.8,1.133572833
ENSG00000271779.1_2,17,62568947,62569199,RP11-87N3.6,0.112597542
ENSG00000271780.1_2,14,102414684,102415762,RP11-1017G21.5,2.323328709
ENSG00000271781.1_2,5,675941,676731,CTD-2589H19.6,3.745469693
ENSG00000271782.1,1,50902700,50902978,RP5-850O15.4,0.714732068
ENSG00000271784.1_2,20,45318298,45318928,RP1-28H20.3,1.128652066
ENSG00000271787.1_2,2,10194548,10194993,RP11-254F7.3,1.213579338
ENSG00000271788.1_2,5,43006835,43007645,CTD-2201E18.5,0.983527729
ENSG00000271789.1_2,6,111618329,111619713,RP5-1112D6.7,0.843302747
ENSG00000271792.1_2,5,139154890,139155057,CTB-35F21.5,0
ENSG00000271793.1_3,6,86267696,86324952,RP11-321N4.5,41.38317017
ENSG00000271794.1,1,11229564,11229670,snoU13,0
ENSG00000271795.1_2,5,150889014,150892330,CTC-251D13.1,2.670941334
ENSG00000271796.1,22,20434077,20434153,snoU13,0
ENSG00000271797.1_2,5,114598202,114599145,CTC-428G20.6,3.3496576
ENSG00000271798.1,20,2635713,2635844,SNORA51,0.647435867
ENSG00000271803.1_2,20,32262323,32263186,RP1-63M2.5,0
ENSG00000271806.1_2,1,2072523,2076718,RP5-892K4.1,1.690492698
ENSG00000271810.5_3,1,113245236,113254055,RP11-426L16.10,61.25536081
ENSG00000271811.1_3,1,170636522,170638566,RP1-79C4.4,0.139301605
ENSG00000271814.1,X,12632122,12632316,7SK,0
ENSG00000271815.1_2,5,74659585,74660067,CTD-2235C13.3,0.11795933
ENSG00000271816.1_3,10,75458909,75490245,BMS1P4,3.975994023
ENSG00000271817.1,4,159621843,159622060,U3,0
ENSG00000271818.1,13,45697228,45697549,7SK,0
ENSG00000271819.1,15,50639620,50639726,U6,0
ENSG00000271820.1_2,6,170575757,170585850,RP5-894D12.5,0.058345475
ENSG00000271821.1_2,6,31167942,31169695,XXbac-BPG299F13.14,2.093835144
ENSG00000271824.1_3,5,135527156,135528822,AC009014.3,0
ENSG00000271825.1_2,2,178165328,178166734,RP11-337N6.2,1.604007779
ENSG00000271826.5_2,X,114752490,114797058,PLS3-AS1,0.096101324
ENSG00000271828.1_2,5,56223701,56225400,CTD-2310F14.1,0.653529381
ENSG00000271830.1_2,8,104493494,104493847,RP11-1C8.7,0
ENSG00000271831.1,10,43079215,43079241,AL022345.9,0
ENSG00000271833.1_3,9,130129049,130129676,RP11-356B19.11,0.181446995
ENSG00000271840.1_2,1,22427106,22427853,RP1-224A6.9,0.304675702
ENSG00000271841.1,3,17706455,17706517,U7,0
ENSG00000271842.1,3,175457059,175457164,snoU13,0
ENSG00000271843.1_2,3,63993758,63994368,RP11-245J9.5,0.979101049
ENSG00000271848.1_2,10,75413797,75434477,RP11-464F9.21,2.618697122
ENSG00000271849.1_2,5,109023503,109024030,CTC-332L22.1,0
ENSG00000271850.1_2,13,34922180,35188307,RP11-16D22.2,0.049715843
ENSG00000271851.1_3,17,9456640,9459013,RP11-565F19.2,0.479986152
ENSG00000271852.1,2,203156055,203156144,SNORD11B,0
ENSG00000271853.5_3,1,153598808,153606816,RP1-178F15.5,52.99474046
ENSG00000271855.1_2,2,9696028,9696904,RP11-214N9.1,1.29930117
ENSG00000271856.1_2,3,107844668,107857457,LINC01215,0.010990424
ENSG00000271857.1_2,6,45388816,45389742,RP1-244F24.1,1.352142221
ENSG00000271858.5_3,3,50402765,50405628,CYB561D2,2.701778959
ENSG00000271860.6_2,6,97731179,98847748,RP11-436D23.1,0.009476773
ENSG00000271862.1_2,5,82345195,82346783,RP11-343L5.2,0.143421916
ENSG00000271868.1_2,2,3500727,3501199,RP11-1293J14.1,0.060226592
ENSG00000271869.1_2,8,30013346,30013748,RP11-51J9.5,1.555131313
ENSG00000271870.1_2,3,3194626,3195119,RP11-97C16.1,7.611958534
ENSG00000271871.1_2,5,141331984,141332940,AC005740.6,0.208370164
ENSG00000271874.1_2,5,34651562,34651993,CTD-2024P10.2,0.263770168
ENSG00000271876.1,17,38821876,38821975,AC073508.1,0
ENSG00000271880.1_3,10,88730498,88769883,AGAP11,1.323478387
ENSG00000271882.1_2,8,102220376,102220786,KB-1410C5.5,0.277247476
ENSG00000271886.1,X,53583184,53583302,MIR98,0
ENSG00000271888.1_2,6,15244154,15245231,RP11-560J1.2,0.502093121
ENSG00000271889.1_2,2,61378568,61389240,RP11-493E12.1,1.031210069
ENSG00000271890.1_2,1,159551410,159552438,OR10AE1P,0
ENSG00000271892.1_2,5,17107469,17107898,CTD-2228A4.1,0.728741767
ENSG00000271893.1_2,2,196316502,196380423,RP11-762E8.1,0
ENSG00000271894.1_3,2,56374765,56613306,RP11-482H16.1,0
ENSG00000271895.2_3,1,11089716,11090585,RP4-635E18.8,6.581520469
ENSG00000271897.1_2,6,11607785,11608214,RP11-679B17.2,0.132498503
ENSG00000271898.1,3,19356340,19356423,MIR4791,0
ENSG00000271899.1,6,157100812,157100865,MIR4466,0
ENSG00000271900.1_2,17,19505153,19505569,RP11-1113L8.7,0
ENSG00000271901.1_3,13,35120066,35245319,RP11-266E6.3,0
ENSG00000271904.1_3,5,87729709,87794514,CTC-498M16.4,0
ENSG00000271905.1,12,132486235,132486320,AC137590.1,0.662492515
ENSG00000271907.1,X,114360879,114361007,SNORA35,0
ENSG00000271911.1_2,6,761675,780648,RP11-532F6.5,0.055449495
ENSG00000271913.5_2,6,159409210,159485957,RP1-111C20.4,2.657440504
ENSG00000271914.1_2,1,36395321,36395716,RP4-789D17.5,0.431623911
ENSG00000271916.1_2,3,53831791,53832046,RP11-884K10.6,1.446614515
ENSG00000271917.1_3,1,164797673,164799189,RP11-506O24.2,0.075114511
ENSG00000271918.1_2,5,115419504,115421113,CTD-2287O16.5,2.229431333
ENSG00000271919.1_2,17,61409345,61409900,RP11-269G24.8,0
ENSG00000271922.1,3,154047505,154047608,snoU13,0
ENSG00000271923.1,9,90613144,90613250,U6,0
ENSG00000271924.1,2,162266065,162266181,5S_rRNA,0.48696031
ENSG00000271926.1_2,5,72249462,72250101,CTD-2376I4.1,0.089022432
ENSG00000271930.1_2,8,99955823,99956326,RP11-44N12.5,0
ENSG00000271931.1_2,6,89789883,89790386,RP11-63L7.5,0
ENSG00000271932.1,7,140583872,140583978,U6,0
ENSG00000271933.1_2,10,85898176,85900338,RP11-338I21.1,4.780788566
ENSG00000271934.1_2,1,248661609,248661929,OR2AS2P,0
ENSG00000271936.1_2,2,25048479,25049586,RP11-443B20.1,2.751018106
ENSG00000271937.1_2,3,44379433,44380044,RP11-424N24.2,1.210239595
ENSG00000271938.1_2,8,41996979,41997270,RP11-589C21.6,0.195117659
ENSG00000271941.1_2,3,43388415,43389135,RP11-188P20.3,7.072406226
ENSG00000271943.1_2,3,27679806,27680267,RP11-222K16.1,0.123321118
ENSG00000271945.1_2,6,77484700,77485577,RP11-354K4.2,0
ENSG00000271946.1,14,101506017,101506102,MIR376C,0
ENSG00000271947.1_2,2,7045855,7046432,RP11-439M11.1,0.197143101
ENSG00000271949.1_3,1,90098699,90398809,RP11-302M6.4,5.619030552
ENSG00000271952.1_2,2,11018395,11025244,LINC01954,0
ENSG00000271955.1_3,2,59445815,60327335,RP11-444A22.1,0
ENSG00000271958.1_3,4,38619886,38621058,RP11-617D20.2,0.151527543
ENSG00000271959.1_2,8,142444645,142448054,CTD-3064M3.7,0.057724778
ENSG00000271963.1_2,12,133692278,133698926,CTD-2140B24.6,1.162741965
ENSG00000271964.1_3,3,16355946,16356494,RP11-415F23.2,0.882116628
ENSG00000271966.1_2,8,68256210,68257322,RP11-7F18.2,0.460709081
ENSG00000271967.1_2,6,71306141,71306683,RP11-134K13.4,0.839401198
ENSG00000271968.2_2,14,106435818,106438358,ADAM6,0
ENSG00000271969.1_3,12,7074112,7074545,U47924.29,2.231714417
ENSG00000271970.1_2,6,43529609,43530156,RP3-337H4.10,2.495227283
ENSG00000271971.1_2,8,94727606,94728341,CTD-2006H14.2,1.819154039
ENSG00000271973.1_2,3,48709888,48710166,RP11-572O6.1,0.714732068
ENSG00000271974.1_2,17,62902001,62902136,RP11-927P21.12,0
ENSG00000271976.1_2,3,53893021,53895603,RP11-884K10.7,1.753566135
ENSG00000271977.1_2,4,3916914,3926001,AC226119.4,0.214997571
ENSG00000271978.1_2,6,5031990,5054657,RP11-428J1.4,0.121851663
ENSG00000271980.1_2,5,10264709,10267258,CTD-2256P15.4,8.501467675
ENSG00000271981.1_2,10,22621516,22621910,RP11-573G6.8,0.144238877
ENSG00000271982.1,18,47018034,47018099,SNORD58B,136.393156
ENSG00000271983.1_2,15,80985557,80986048,RP11-28H5.2,0.694809223
ENSG00000271984.1_2,20,44521333,44522058,RP3-337O18.9,34.74534558
ENSG00000271985.1_2,10,81286264,81286387,RP11-589B3.7,0
ENSG00000271986.1,6,74197315,74197600,Metazoa_SRP,0
ENSG00000271989.1_2,1,10489938,10490734,RP4-736L20.3,0.071486018
ENSG00000271991.1_2,2,20101786,20102330,RP11-79O8.1,0.522700516
ENSG00000271992.1_2,1,70910754,70911219,RP11-42O15.3,0.366787701
ENSG00000271993.1_2,3,37223598,37224225,RP11-285J16.1,0.589702732
ENSG00000271995.1,4,98407957,98408047,AC034154.1,0
ENSG00000271996.1_2,2,178171101,178175300,RP11-337N6.1,2.323422331
ENSG00000271998.1_3,5,10195299,10197734,CTD-2199O4.7,0.163719415
ENSG00000272002.1_2,2,7401002,7401635,RP11-557L19.1,0
ENSG00000272004.1_2,1,1590786,1594063,RP11-345P4.10,27.34769102
ENSG00000272006.1_2,17,62947616,62947727,RP11-583F2.6,1.01739922
ENSG00000272008.1_2,6,87860877,87865003,RP11-393I2.4,0.289910706
ENSG00000272009.1_2,6,28046570,28048908,RP1-313I6.12,3.031434409
ENSG00000272010.1_2,8,66504085,66504707,CTD-3025N20.3,0.77733873
ENSG00000272015.1,21,40266709,40266791,SNORA62,0
ENSG00000272017.1_2,6,100015973,100016972,RP1-199J3.7,4.016692119
ENSG00000272019.1,22,23474919,23475192,Metazoa_SRP,2.911098497
ENSG00000272020.1,3,125879126,125879288,U1,0
ENSG00000272021.1_2,5,95185013,95185559,AC008592.8,0.833262981
ENSG00000272023.1_2,5,132299462,132299856,CTC-350I8.1,0.721194384
ENSG00000272024.1_2,8,52862844,52863250,RP11-546K22.3,0
ENSG00000272025.1,2,65385796,65385994,SNORA74,0
ENSG00000272027.2_3,2,34917357,34928673,RP11-529E15.1,0.031235941
ENSG00000272028.1,12,51407917,51408024,U6,0
ENSG00000272030.1_3,1,153603914,153606873,RP1-178F15.4,33.54135492
ENSG00000272031.2_3,1,145470508,145475646,ANKRD34A,0.434208486
ENSG00000272033.1_3,1,167348345,167350237,RP11-52A20.2,0.120389554
ENSG00000272034.1,11,17096201,17096291,SNORD14A,15.65229569
ENSG00000272036.1,11,72326107,72326174,MIR139,0
ENSG00000272037.1_2,8,103268620,103270049,KB-431C1.5,5.637672319
ENSG00000272040.1_2,5,74904642,74905808,CTC-366B18.4,0.390569709
ENSG00000272042.1,Y,27605054,27605329,Metazoa_SRP,0
ENSG00000272043.1_2,8,123792999,123793310,RP11-44N11.3,0
ENSG00000272045.1,20,62572818,62572897,MIR1914,43.7990364
ENSG00000272046.1_2,13,88459889,88463487,RP11-471M2.3,0
ENSG00000272047.1_2,6,158589384,158620376,GTF2H5,3.575653025
ENSG00000272049.1_3,5,8445062,8445648,RP11-480D4.6,0.679421625
ENSG00000272050.1_2,20,61052926,61053650,RP13-379O24.3,0
ENSG00000272051.1,1,55950544,55950645,Y_RNA,0
ENSG00000272053.1_3,6,25015180,25042398,RP11-367G6.3,0.110629818
ENSG00000272054.1_3,2,37436018,37439820,RP11-423P10.2,2.082417966
ENSG00000272055.1,10,13259269,13259375,RNU6-6P,0
ENSG00000272056.1_2,2,27276486,27277144,RP11-503P10.1,12.75222694
ENSG00000272057.1_2,5,14872441,14872822,CTB-40H15.4,0.14914753
ENSG00000272065.1,6,25990989,25991454,U91328.20,0.427918985
ENSG00000272068.1_2,1,156607575,156610796,RP11-284F21.9,0.088414581
ENSG00000272070.1_2,5,140705777,140708924,AC005618.6,0.036197177
ENSG00000272071.1_2,5,6779571,6780111,RP11-332J15.4,0.421252172
ENSG00000272072.1_2,7,106833004,106833745,CTA-363E19.2,0.652671197
ENSG00000272075.1,11,117937952,117938252,Metazoa_SRP,0
ENSG00000272076.1_2,8,52722670,52723241,RP11-11C20.3,0.099605518
ENSG00000272077.1_2,3,44708904,44710856,RP11-348P10.2,1.006459443
ENSG00000272078.1_2,1,10699298,10714390,RP4-734G22.3,14.09437566
ENSG00000272079.2_2,16,3056121,3057389,LA16c-380H5.5,3.030550867
ENSG00000272080.1,X,49779206,49779291,MIR502,0
ENSG00000272081.1_2,5,72251033,72251526,CTD-2376I4.2,1.095660698
ENSG00000272082.1,4,105412033,105412111,AC093628.1,14.06329048
ENSG00000272084.1_3,1,19398604,19402005,RP5-1126H10.2,4.036102254
ENSG00000272085.1_2,5,157891473,157891686,RP11-542A14.2,0
ENSG00000272086.1_2,5,32174577,32175378,CTD-2186M15.3,22.271148
ENSG00000272087.1_2,3,158410909,158411557,RP11-379F4.7,2.326379726
ENSG00000272088.1_2,1,3403810,3404191,RP11-168F9.2,0.223721294
ENSG00000272091.1,1,54492356,54494172,RP4-758J24.5,2.367398955
ENSG00000272092.1_2,8,38239882,38240979,RP11-350N15.5,3.087408196
ENSG00000272094.1_2,1,91326107,91328477,RP4-665J23.4,0
ENSG00000272096.1,3,155155329,155155612,Metazoa_SRP,0
ENSG00000272097.1_2,6,10743557,10747896,RP11-421M1.8,0.658439196
ENSG00000272100.1_2,1,52819159,52819549,RP11-155O18.6,9.981440937
ENSG00000272102.1_2,6,105721095,105721635,RP3-355L5.5,0.105313043
ENSG00000272103.1_2,5,36861838,36862319,CTD-2653M23.3,0
ENSG00000272104.1_3,3,50388323,50405354,XXcos-LUCA11.5,27.50967694
ENSG00000272106.1_2,1,1549138,1551175,RP11-345P4.9,11.43400968
ENSG00000272108.1_2,5,140498262,140500347,AC005754.8,0.081938192
ENSG00000272109.1_2,5,96140056,96141808,CTD-2260A17.3,0.300392037
ENSG00000272110.1,3,47542573,47542672,Y_RNA,0.284871781
ENSG00000272112.1_2,5,151104392,151104917,CTB-113P19.5,0.3249488
ENSG00000272113.1,9,32820249,32820356,Y_RNA,0
ENSG00000272114.1_2,6,43738166,43738353,RP1-261G23.7,44.54909774
ENSG00000272115.1_2,8,145634876,145635360,GS1-393G12.14,4.405233734
ENSG00000272121.1_2,3,44039573,44040641,RP4-555D20.4,0
ENSG00000272123.1_2,5,52384846,52385298,CTD-2366F13.2,0.817512839
ENSG00000272128.1_2,8,37956989,37957449,KB-1836B5.4,0.247177251
ENSG00000272129.1_2,6,81065141,81066576,RP11-250B2.6,0.595136034
ENSG00000272130.1_3,5,21569864,21570154,RP11-360I2.1,0
ENSG00000272134.1_2,17,62877209,62877299,RP11-927P21.8,0
ENSG00000272135.5_2,10,124578332,124585965,RP11-107C16.2,0
ENSG00000272137.1_2,6,80270849,80271319,RP11-177G23.2,0.967717304
ENSG00000272138.1_2,8,80680377,80715077,LINC01607,1.696954845
ENSG00000272139.1_2,5,121646992,121647368,CTD-2544H17.2,0.906753681
ENSG00000272140.2_3,10,75463493,75473339,RP11-574K11.29,2.843938087
ENSG00000272141.1_2,1,1104737,1105723,RP11-465B22.8,80.61265306
ENSG00000272142.1_2,6,5030206,5043683,RP11-428J1.5,1.224432103
ENSG00000272143.1_2,13,103046980,103048053,FGF14-AS2,4.190851162
ENSG00000272144.1_2,5,43061497,43062543,CTD-2035E11.5,2.802463562
ENSG00000272145.1_2,1,41156052,41157738,NFYC-AS1,3.242168467
ENSG00000272146.5_2,3,57583442,57586654,ARF4-AS1,1.336082057
ENSG00000272148.1_2,2,27285296,27285775,RP11-195B17.1,0.771527742
ENSG00000272149.1_2,3,33185596,33189213,RP11-627J17.1,8.966456073
ENSG00000272153.1_2,1,3701572,3702102,RP1-286D6.5,21.72750876
ENSG00000272154.4_2,5,140479826,140553972,AC005754.7,0.511101402
ENSG00000272155.1_2,8,66626569,66627013,RP11-707M3.3,1.024258091
ENSG00000272156.1_3,2,54309691,54312203,RP11-477N3.1,0.739421291
ENSG00000272157.1_2,8,24814135,24814624,CTD-2168K21.2,0
ENSG00000272158.1_2,14,65470043,65470485,RP11-840I19.5,0.321525713
ENSG00000272159.1_2,8,38265566,38266260,RP11-350N15.6,1.680538567
ENSG00000272160.1,10,111629616,111629750,U4,60.98366285
ENSG00000272161.1_3,1,2257640,2258132,RP4-713A8.1,5.084932408
ENSG00000272162.1_3,6,10748027,10930656,RP11-637O19.3,12.47770673
ENSG00000272163.1_2,8,24769678,24772230,GS1-72M22.1,0
ENSG00000272164.1_2,17,61082033,61082513,RP11-180P8.5,0.059224903
ENSG00000272166.1,3,25597034,25597097,SNORD5,0
ENSG00000272167.2_2,1,214202234,214204244,PROX1-AS1,0
ENSG00000272168.6_3,6,21665003,22368557,CASC15,0.338699236
ENSG00000272170.1_2,6,43042069,43042477,RP11-387M24.5,29.04438457
ENSG00000272172.1_2,8,144372569,144372791,RP13-582O9.7,0.255490387
ENSG00000272173.1_2,12,7052671,7053767,U47924.31,29.11041632
ENSG00000272174.1,5,32781644,32781745,AC026703.2,0
ENSG00000272175.1_2,1,52266700,52266979,RP4-657D16.6,0.406959688
ENSG00000272179.1,X,119678170,119678273,snoU13,0
ENSG00000272180.1_3,2,56179293,56408787,RP11-481J13.1,0.067028654
ENSG00000272181.1_2,3,64005184,64005601,RP11-245J9.6,0.408906863
ENSG00000272182.1_2,3,58413982,58414542,RP11-802O23.3,17.1126186
ENSG00000272183.1_2,2,74728844,74729492,RP11-523H20.3,0.790091228
ENSG00000272186.1_2,11,118938085,118938409,RP11-110I1.13,0.525917135
ENSG00000272189.1_2,6,136871799,136873692,RP3-325F22.5,1.113015408
ENSG00000272192.1_2,8,66754987,66755566,CTD-2532N20.1,0.196463298
ENSG00000272195.1_2,1,245132652,245134390,RP11-156E8.1,11.77819499
ENSG00000272196.2_2,1,149822628,149823191,HIST2H2AA4,0.707128536
ENSG00000272197.1,5,154097945,154098249,Metazoa_SRP,0.093400584
ENSG00000272202.1_2,3,57112971,57114129,RP11-157F20.3,0.368686516
ENSG00000272203.1_2,5,132152940,132153692,AC004775.5,0
ENSG00000272205.1_2,1,167189068,167189749,RP11-277B15.3,0.918941231
ENSG00000272209.1_2,6,13825663,13826805,RP3-500L14.2,0.049846331
ENSG00000272211.1_2,2,197015987,197019605,RP11-347P5.1,0.344881091
ENSG00000272213.1,16,15737151,15737229,MIR484,0
ENSG00000272215.1,12,112002625,112002687,U7,0
ENSG00000272217.1_2,6,33213852,33214633,XXbac-BPG157A10.21,0.143874637
ENSG00000272218.1_2,4,187813706,187814137,RP11-11N5.3,0
ENSG00000272219.1_3,7,101603396,101605174,CTB-181H17.1,0.480390863
ENSG00000272220.1_2,17,62888846,62888963,RP11-927P21.9,0
ENSG00000272221.1_2,6,31362066,31363272,XXbac-BPG181B23.7,5.239563835
ENSG00000272223.1_2,6,43001635,43002143,RP1-20C7.6,2.070777194
ENSG00000272225.1,10,51253787,51262426,RP11-592B15.9,0.101739922
ENSG00000272226.1_2,1,59278480,59279014,RP11-63G10.3,0.425976496
ENSG00000272230.1,7,114293400,114293510,MIR3666,0
ENSG00000272231.1,12,74293650,74293732,AC136188.1,0
ENSG00000272232.1,9,73194081,73194377,Metazoa_SRP,0
ENSG00000272233.1,8,42409933,42410336,RP11-503E24.3,0.141025634
ENSG00000272234.1_2,5,42806496,42807099,CTD-2325A15.5,18.01672525
ENSG00000272235.1_2,1,3223200,3226660,RP11-22L13.1,0.074078186
ENSG00000272236.1_2,6,29719742,29719984,XXbac-BPG170G13.32,0.468924743
ENSG00000272237.1,2,228752347,228752460,SNORA25,0.749662583
ENSG00000272239.1_2,5,146781323,146781559,CTB-108O6.2,0.240398128
ENSG00000272240.1_2,8,184347,184887,RP5-855D21.1,1.948291297
ENSG00000272241.1,9,117378827,117378895,AL160275.1,0
ENSG00000272243.5_3,6,75239964,75443995,RP11-554D15.3,0
ENSG00000272244.1,X,133348416,133348694,Metazoa_SRP,0
ENSG00000272247.1_2,3,158519046,158519724,RP11-379F4.9,0.41954607
ENSG00000272248.1_2,6,4018947,4019436,RP3-406P24.4,0.174411295
ENSG00000272249.1_2,8,98145063,98145607,KB-1958F4.2,0
ENSG00000272250.1_3,16,73094144,73094658,RP11-346C20.4,1.548817453
ENSG00000272253.1,14,68123822,68123928,5S_rRNA,0
ENSG00000272254.1_2,8,73955145,73955581,RP11-531A24.7,0.130376101
ENSG00000272255.1_2,5,139024045,139024587,CTD-3224K15.3,0
ENSG00000272256.1_2,8,29940274,29940983,RP11-489E7.4,125.9855484
ENSG00000272259.5_3,20,61640735,61716423,LINC01749,0
ENSG00000272262.1,1,202379236,202379335,U6,0
ENSG00000272263.1_2,3,12873718,12874227,RP11-767C1.2,0.27928606
ENSG00000272264.1_3,8,80944959,80945535,RP11-92K15.3,1.333022201
ENSG00000272265.1_2,5,115413807,115414267,CTD-2287O16.4,0.061794313
ENSG00000272267.2_2,8,9412654,9414030,RP11-375N15.2,4.923709804
ENSG00000272269.1_2,6,17706488,17707575,RP11-500C11.3,12.25367589
ENSG00000272272.1,9,140315596,140315690,snoU13,0
ENSG00000272273.1_2,6,30710706,30711369,XXbac-BPG252P9.10,35.78465263
ENSG00000272274.1_2,13,107270158,107283707,LINC00551,0
ENSG00000272275.1_2,2,10908001,10910184,RP11-791G15.2,4.856592712
ENSG00000272277.1_2,6,3068279,3069128,RP1-40E16.12,5.161206394
ENSG00000272278.1,6,28615974,28616042,AL121932.1,0
ENSG00000272279.1_2,6,1528599,1529146,RP11-157J24.2,0.623806821
ENSG00000272281.6_2,13,52793479,52908412,TPTE2P2,0.054932691
ENSG00000272282.1_2,3,27754401,27755496,LINC02084,0
ENSG00000272283.1,21,47955709,47956003,Metazoa_SRP,0.289700117
ENSG00000272288.5_2,6,34664094,34665247,RP11-140K17.3,14.55765005
ENSG00000272291.1,14,101341370,101341441,MIR665,0
ENSG00000272292.1,1,180727858,180727953,U6,0
ENSG00000272293.1_2,8,400714,401343,RP11-91J19.3,3.255677503
ENSG00000272294.1,X,82766304,82767135,RP3-326L13.3,0
ENSG00000272296.1,5,180668814,180668892,SNORD96A,12.26030452
ENSG00000272297.2_3,4,187347700,187476482,RP11-215A19.2,0.406959688
ENSG00000272298.1_3,15,93242270,93267507,RP11-386M24.8,1.424358907
ENSG00000272299.1_3,13,64411428,64412164,RP11-394A14.4,0
ENSG00000272301.1_3,11,76100692,76101172,RP11-111M22.4,1.776747078
ENSG00000272302.1,1,143437327,143437409,BX004987.1,0
ENSG00000272304.1_3,4,66868999,66882510,RP11-19C24.1,0
ENSG00000272305.5_3,3,53003135,53133469,RP11-894J14.5,4.224519032
ENSG00000272308.1_2,5,60162284,60162762,RP11-231G3.1,1.129971576
ENSG00000272310.1,16,11561497,11561585,snoU13,0
ENSG00000272311.1_2,19,39755022,39756457,IFNL4P1,0.316524202
ENSG00000272312.1_2,6,26968987,26969427,RP11-239L20.6,0.452177431
ENSG00000272316.1_2,6,58234838,58240189,XXbac-BPGBPG55C20.2,0.718566713
ENSG00000272317.1,9,125018212,125018309,AL162424.2,0.581370983
ENSG00000272319.2_2,10,43075172,43075306,AL022345.7,0
ENSG00000272320.1_2,6,3311896,3313884,RP11-506K6.4,1.675716362
ENSG00000272321.1_2,8,99448897,99451518,KB-1517D11.4,0.0434587
ENSG00000272323.1_2,5,34837654,34839383,CTD-2517O10.6,3.968182004
ENSG00000272324.5_2,5,10761177,10770406,CTD-2154B17.4,22.66884203
ENSG00000272325.1_3,6,34247456,34360451,NUDT3,15.90162625
ENSG00000272327.1,8,32623643,32625477,RP11-1002K11.1,0.620973911
ENSG00000272328.1_3,7,8343371,8380973,RP4-594A5.1,0
ENSG00000272329.1_2,13,97600272,97601838,RP11-65L19.4,0
ENSG00000272330.1_3,16,73048218,73048375,AC002044.4,0.180298596
ENSG00000272333.5_2,19,36208921,36229779,KMT2B,13.10870247
ENSG00000272334.1_2,3,37014608,37015163,RP11-129K12.1,0.051235932
ENSG00000272335.1_2,5,44826178,44828694,RP11-53O19.3,2.048541615
ENSG00000272337.1,15,52199397,52199502,U6,0
ENSG00000272338.2_2,8,33218357,33218933,RP11-722E23.2,0.740567889
ENSG00000272341.1_2,6,16764577,16767114,RP1-151F17.2,0.931613785
